Sr No.,Utterance,speaker,emotion,Sentiment,dialogue_id,Utterance_ID,Season,Episode,StartTime,EndTime,orig_dialogue_id,utterance_de_deepl
4096,are all the questions this personal,Cliff,surprise,negative,417,16,8,23,"00:18:26,051","00:18:29,096",418,Sind die Fragen alle so persönlich?
4097,yes,Joey,neutral,neutral,417,17,8,23,"00:18:29,263","00:18:30,806",418,Ja?
4098,well uh if you must know i m a widower,Cliff,sadness,negative,417,18,8,23,"00:18:32,015","00:18:35,269",418,"Nun, äh, wenn Sie es wissen müssen, ich bin Witwer."
4099,oh that s terrible i m-i m really sorry,Joey,sadness,negative,417,19,8,23,"0:18:35,435","0:18:38,147",418,"Oh, das ist ja furchtbar. Das tut mir wirklich leid."
4100,yeah,Cliff,neutral,neutral,417,20,8,23,"0:18:38,147","0:18:39,566",418,Ich weiß. Ja.
4101,hmm do you sleep with women and never call them again,Joey,neutral,neutral,417,21,8,23,"00:18:39,940","00:18:43,235",418,Hmm. Schlafen Sie mit Frauen und rufen sie nie wieder an?
4102,no,Cliff,neutral,neutral,417,22,8,23,"00:18:45,279","00:18:47,155",418,Nein.
4103,chandler muriel bing boy your parents never gave you a chance did they,Ross,neutral,neutral,418,0,8,5,"00:03:41,512","00:03:48,018",419,"Chandler Muriel Bing. Junge, deine Eltern haben dir nie eine Chance gegeben, oder?"
4104,hey you guys i m writing a holiday song for everyone do you want to hear it,Phoebe,joy,positive,419,0,4,10,"00:06:26,344","00:06:29,638",420,"Hey! Leute, ich schreibe ein Urlaubslied für alle. Willst du es hören?"
4105,pheebs that s great,Rachel,joy,positive,419,1,4,10,"0:06:54,789","0:06:56,124",420,"Pheebs, das ist toll!"
4106,oh yay,Phoebe,joy,positive,419,2,4,10,"0:06:56,124","0:06:56,360",420,"Oh, juhu!"
4107,but y know umm rachel doesn t rhyme with draddle,Rachel,neutral,neutral,419,3,4,10,"00:06:56,541","00:07:00,419",420,"Aber ihr wisst, ähm, dass sich Rachel nicht auf Draddle reimt."
4108,i know but it s so hard nothing rhymes with your stupid name,Phoebe,disgust,negative,419,4,4,10,"00:07:01,045","00:07:05,507",420,"Ich weiß, aber es ist so schwer! Nichts reimt sich auf deinen blöden Namen!"
4109,what are you talking about lots of things rhyme with rachel bagel mail jail bail able may-pole,Joey,neutral,neutral,419,5,4,10,"00:07:06,092","00:07:15,225",420,Was redest du denn da? Eine Menge Dinge reimen sich auf Rachel. Bagel. Mail. Knast. Kaution. Able. Maibaum.
4110,all good thanks do you maybe have a nickname have like a nickname that s easier to rhyme,Phoebe,neutral,neutral,419,6,4,10,"00:07:16,561","00:07:23,775",420,"Alles gut, danke. Hast du vielleicht einen Spitznamen, der sich leichter reimen lässt?"
4111,didn t your dad used to call you pumpkin,Monica,neutral,neutral,419,7,4,10,"00:07:24,026","00:07:26,278",420,Hat dein Dad dich nicht immer Kürbis genannt?
4112,okay,Joey,neutral,neutral,420,0,8,16,"0:13:02,406","0:13:06,288",421,Okay
4113,okay i can do this,Joey,neutral,neutral,420,1,8,16,"0:13:06,288","0:13:06,590",421,"Okay, ich kann das tun."
4114,i can tell her how i feel,Joey,neutral,neutral,420,2,8,16,"0:13:06,590","0:13:06,972",421,"Ich kann ihr sagen, was ich fühle."
4115,just uh just stand up straight,Joey,fear,negative,420,3,8,16,"00:13:07,119","00:13:09,454",421,Stell dich einfach aufrecht hin.
4116,take a couple deep breaths,Joey,fear,negative,420,4,8,16,"00:13:09,705","00:13:12,582",421,Nimm ein paar tiefe Atemzüge.
4117,look confident,Joey,fear,negative,420,5,8,16,"00:13:14,210","00:13:16,085",421,Schau zuversichtlich.
4118,joey what s up,Rachel,neutral,neutral,420,6,8,16,"00:13:19,965","00:13:21,925",421,Joey? Was gibt's denn?
4119,i uh i just came by because i-i want to talk to you about something,Joey,fear,negative,420,7,8,16,"00:13:22,176","00:13:26,554",421,"Ich, äh, bin nur vorbeigekommen, weil ich mit dir über etwas reden wollte."
4120,okay what s up,Rachel,neutral,neutral,420,8,8,16,"00:13:26,764","00:13:27,847",421,"Ok, was gibt's?"
4121,what i do do is manage to uh create an atmosphere of support for the people working with me,Chandler,neutral,neutral,421,0,8,21,"00:14:05,846","00:14:15,230",422,"Was ich tue, ist zu verwalten, äh, schaffen eine Atmosphäre der Unterstützung für die Menschen mit mir arbeiten."
4122,i see nice sidestep on the do do thing by the way,Phoebe,neutral,neutral,421,1,8,21,"00:14:15,397","00:14:18,066",422,"Ich verstehe. Netter Seitenhieb auf die ""Do Do""-Sache nebenbei."
4123,hardest thing i ve ever done in my life,Chandler,neutral,neutral,421,2,8,21,"0:14:18,233","0:14:19,568",422,"Das ist das Schwerste, was ich je in meinem Leben getan habe."
4124,you gotta go,Phoebe,neutral,neutral,421,3,8,21,"0:14:19,568","0:14:21,840",422,Du musst gehen!
4125,oh,Chandler,neutral,neutral,421,4,8,21,"0:14:21,840","0:14:22,091",422,Oh...
4126,okay don t worry you re ready,Phoebe,neutral,neutral,421,5,8,21,"0:14:22,153","0:14:24,085",422,"Okay, mach dir keine Sorgen. Du bist so weit."
4127,really,Chandler,surprise,positive,421,6,8,21,"0:14:24,085","0:14:24,970",422,Wirklich?!
4128,absolutely just fight all your natural instincts and you ll be great,Phoebe,neutral,neutral,421,7,8,21,"00:14:25,073","00:14:28,869",422,"Ja, absolut! Bekämpfe einfach deine natürlichen Instinkte und du wirst großartig sein."
4130,now mom everything s going fine really,Monica,neutral,neutral,422,0,1,23,"0:11:27,687","0:11:29,606",423,"Also, Mom, es läuft alles gut, wirklich."
4131,yeah ross is great,Monica,neutral,neutral,422,1,1,23,"0:11:29,606","0:11:32,260",423,"Ja, Ross ist großartig."
4132,he s uh he s in a whole other place,Monica,neutral,neutral,422,2,1,23,"0:11:32,400","0:11:34,122",423,"Er ist, äh, er ist an einem ganz anderen Ort."
4133,no he s gone,Monica,neutral,neutral,422,3,1,23,"0:11:34,122","0:11:37,009",423,"Nein, er ist weg."
4134,no no you don t have to fly back really,Monica,neutral,neutral,422,4,1,23,"00:11:37,113","00:11:40,281",423,"Nein, nein, du musst nicht zurückfliegen, wirklich nicht."
4135,what do you mean this might be your only chance,Monica,surprise,negative,422,5,1,23,"00:11:40,449","00:11:42,575",423,"Was meinst du damit, das könnte deine einzige Chance sein?"
4136,would you stop,Monica,anger,negative,422,6,1,23,"00:11:42,743","00:11:45,120",423,Würdest du aufhören?
4137,i m only 26 i m not even thinking about babies yet,Monica,anger,negative,422,7,1,23,"00:11:45,287","00:11:50,792",423,"Ich bin erst 26, ich denke noch nicht mal über Babys nach."
4138,where have you been,Chandler,neutral,neutral,422,8,1,23,"0:12:01,220","0:12:02,072",423,Wo bist du denn gewesen?
4139,oh just had a baby,Joey,joy,positive,422,9,1,23,"0:12:02,072","0:12:04,400",423,"Oh, ich habe gerade ein Baby bekommen."
4140,mazel tov,Chandler,joy,positive,422,10,1,23,"00:12:05,683","00:12:07,684",423,Mazel tov!
4141,oh wow i should get going i-i got a date tonight,Ross,joy,positive,423,0,4,10,"00:09:08,130","00:09:10,465",424,"Oh, wow! Ich sollte jetzt gehen. Ich habe heute Abend ein Date."
4142,oh yeah with who,Chandler,surprise,positive,423,1,4,10,"00:09:10,716","00:09:11,841",424,"Oh, ja! Mit wem?"
4143,you know that girl i told you about who lives up in poughkeepsie,Ross,neutral,neutral,423,2,4,10,"00:09:12,134","00:09:15,136",424,"Du weißt doch, das Mädchen, von dem ich dir erzählt habe, das oben in Poughkeepsie wohnt?"
4145,not her,Ross,neutral,neutral,423,3,4,10,"00:09:15,246","00:09:16,638",424,Nicht mit ihr.
4146,yeah this is someone else i meet and i-i can t decide between the two of them,Ross,neutral,neutral,423,4,4,10,"00:09:17,348","00:09:21,935",424,"Ja, das ist eine andere, die ich getroffen habe, und ich kann mich nicht zwischen den beiden entscheiden."
4147,y know the one from poughkeepsie even though she s a two hour train ride away is really pretty really smart and-and a lot of fun,Ross,neutral,neutral,423,5,4,10,"00:09:22,170","00:09:29,276",424,"Weißt du, die aus Poughkeepsie, obwohl sie zwei Stunden Zugfahrt entfernt ist, ist wirklich hübsch, wirklich klug, und-und eine Menge Spaß."
4148,but this other girl well she lives right uptown,Ross,neutral,neutral,423,6,4,10,"00:09:29,485","00:09:33,488",424,"Aber das andere Mädchen, na ja, sie wohnt direkt im Norden der Stadt."
4149,y know she s well she s-she s just as pretty i guess she s smart she s,Ross,neutral,neutral,423,7,4,10,"00:09:38,077","00:09:39,828",424,"Sie ist genauso hübsch, klug, und sie hat eine Menge Spaß."
4150,if she s no fun why do you want to date her at all,Phoebe,neutral,neutral,423,8,4,10,"00:09:40,788","00:09:47,085",424,"Wenn sie keinen Spaß macht, warum willst du dann überhaupt mit ihr ausgehen?"
4151,well i-i want to give her another chance y know,Ross,neutral,neutral,423,9,4,10,"0:09:47,336","0:09:48,921",424,"Nun, ich will ihr noch eine Chance geben, weißt du?"
4152,she lives so close,Ross,neutral,neutral,423,10,4,10,"0:09:48,921","0:09:51,095",424,Sie wohnt so nah.
4153,and at the end of the date the other time she-she said something that was-if she was kidding was very funny,Ross,neutral,neutral,423,11,4,10,"00:09:51,716","00:09:59,222",424,"Und am Ende des Dates, das andere Mal, hat sie etwas gesagt, das - wenn sie einen Scherz gemacht hat - sehr lustig war."
4154,on the other hand if she wasn t kidding she s not fun she s stupid and kind of a racist,Ross,anger,negative,423,12,4,10,"00:09:59,640","00:10:04,477",424,"Andererseits, wenn sie keinen Scherz gemacht hat, ist sie nicht lustig, sie ist dumm und irgendwie eine Rassistin."
4156,hey,Ross,joy,positive,423,14,4,10,"0:10:07,732","0:10:08,422",424,Hey!
4158,hey ooh how was your first day working at the restaurant,Phoebe,joy,positive,423,15,4,10,"00:10:08,608","00:10:11,693",424,"Hey! Ooh, wie war dein erster Arbeitstag im Restaurant?"
4159,damn,Joey,joy,positive,423,16,4,10,"00:10:11,902","00:10:13,737",424,"Oh, verdammt!"
4160,oh here s a whole bunch,Phoebe,neutral,neutral,424,0,7,23,"00:20:44,952","00:20:46,452",425,"Oh, hier ist ein ganzer Haufen."
4161,oh i mean she s gonna be at the wedding waiting for him and people will be whispering oh that poor girl,Rachel,neutral,neutral,424,1,7,23,"00:20:46,662","00:20:52,625",425,"Oh, ich meine, sie wird auf der Hochzeit auf ihn warten und die Leute werden flüstern: ""Oh, das arme Mädchen."""
4163,then she ll have to come back here and live all alone,Rachel,sadness,negative,424,2,7,23,"00:20:52,834","00:20:56,212",425,Dann muss sie hierher zurückkommen und ganz allein leben.
4164,oh my god,Phoebe,surprise,positive,424,3,7,23,"0:20:56,421","0:20:57,483",425,"Oh, mein Gott!"
4165,what,Rachel,surprise,negative,424,4,7,23,"0:20:57,483","0:20:58,342",425,Was?!
4166,there was a pregnancy test in the garbage and it s positive monica s pregnant so i guess she won t be totally alone,Phoebe,surprise,positive,424,5,7,23,"00:20:58,548","00:21:11,686",425,"Es war ein Schwangerschaftstest in den Müll, und es ist positiv. Monica ist schwanger. Also ich denke, sie wird nicht ganz allein sein."
4167,hi,Phoebe,neutral,neutral,425,0,8,11,"00:21:10,852","00:21:11,852",426,Hi!
4168,listen i m sorry about that whole thing with roger,Phoebe,sadness,negative,425,1,8,11,"00:21:10,852","00:21:15,731",426,"Hören Sie, es tut mir leid über diese ganze Sache mit Roger."
4169,it really wasn t right and i and i want to make it up to you so umm i brought you something that i think you ll really enjoy,Phoebe,anger,negative,425,2,8,11,"00:21:15,899","00:21:24,115",426,"Es war wirklich nicht richtig, und ich, und ich möchte es wieder gut zu machen, so ähm, ich habe Ihnen etwas, das ich denke, Sie wirklich genießen."
4170,now this is just a loan,Phoebe,neutral,neutral,425,3,8,11,"0:21:31,790","0:21:33,083",426,"Nun, das ist nur geliehen."
4171,okay,Phoebe,neutral,neutral,425,4,8,11,"0:21:33,083","0:21:33,725",426,Okay
4172,i m gonna i m gonna want him back,Phoebe,neutral,neutral,425,5,8,11,"0:21:33,725","0:21:35,697",426,"Ich werde, ich werde ihn zurück haben wollen."
4173,so i m gonna go now,Phoebe,neutral,neutral,425,6,8,11,"0:21:35,697","0:21:37,417",426,Also werde ich jetzt gehen.
4174,i m sorry i thought i could do it and i can t,Phoebe,sadness,negative,425,7,8,11,"00:21:44,553","00:21:47,430",426,"Es tut mir leid, ich dachte, ich könnte es tun und ich kann es nicht!"
4178,all right well why don t i go out with an ex-boyfriend and do joey a favor,Monica,sadness,negative,426,0,6,18,"00:07:48,926","00:07:53,346",427,"Na gut, warum gehe ich nicht mit einem Ex-Freund aus und tue Joey einen Gefallen?!"
4179,hey you wanna do joey a favor maybe you go out with joey,Joey,neutral,neutral,426,1,6,18,"00:07:53,514","00:07:56,725",427,"Hey, wenn du Joey einen Gefallen tun willst, dann geh doch mit Joey aus."
4180,all right ladies here s what we re gonna do,Chandler,neutral,neutral,427,0,4,14,"00:21:16,358","00:21:18,609",428,"Also gut, meine Damen, wir machen Folgendes."
4181,i-i wanna be with her i like her,Phoebe,anger,negative,427,1,4,14,"00:21:29,246","00:21:31,247",428,"Ich will mit ihr zusammen sein, ich mag sie."
4182,oh that s fine go with your instincts go with your instincts,Chandler,joy,positive,427,2,4,14,"00:21:31,415","00:21:34,542",428,"Oh, das ist gut! Geh mit deinem Instinkt, geh mit deinem Instinkt."
4183,wait now what am i doing again,Monica,surprise,positive,427,3,4,14,"00:21:34,710","00:21:36,043",428,"Moment mal, was mache ich jetzt schon wieder?"
4184,come on would you please pay attention i could wake up at any moment,Chandler,anger,negative,427,4,4,14,"00:21:36,211","00:21:39,088",428,"Jetzt komm schon! Würdest du bitte aufpassen, ich könnte jeden Moment aufwachen!"
4185,hi i m joshua i m here to pick up rachel,The Cigarette Guy,neutral,neutral,427,5,4,14,"00:21:39,256","00:21:41,757",428,"Hi, ich bin Joshua, ich bin hier, um Rachel abzuholen."
4186,no-no-no that not joshua,Rachel,anger,negative,427,6,4,14,"00:21:41,925","00:21:43,759",428,"Nein, nein, nein, das ist nicht Joshua."
4187,what do you want from me i ve never met the guy,Chandler,surprise,positive,427,7,4,14,"00:21:44,594","00:21:47,054",428,"Was wollen Sie von mir, ich habe den Kerl noch nie getroffen."
4188,so anyway rachel i m sorry you can t stay but the rest of us have a,Chandler,sadness,negative,427,8,4,14,"00:21:48,056","00:21:53,352",428,"Wie auch immer, Rachel, es tut mir leid, dass du nicht bleiben kannst, aber der Rest von uns hat eine"
4189,how do i look,Joey,neutral,neutral,428,0,1,14,"00:03:19,657","00:03:21,901",429,Wie sehe ich aus?
4190,oh uh i don t care,Chandler,neutral,neutral,428,1,1,14,"00:03:21,000","00:03:23,452",429,"Oh, äh, das... ist... egal."
4191,ok now remember no trading,Chandler,neutral,neutral,428,2,1,14,"00:03:22,076","00:03:30,584",429,"Ok, also, denk dran, kein Tausch."
4192,you get the pretty one i get the mess,Chandler,neutral,neutral,428,3,1,14,"00:03:30,835","00:03:33,128",429,"Du bekommst die Hübsche, ich bekomme die Sauerei."
4193,hi joey well well look what you brought very nice,Lorraine,joy,positive,428,4,1,14,"00:03:33,713","00:03:41,511",429,"Hi, Joey. Na sieh mal an, was du mitgebracht hast. Sehr schön."
4194,and what did you bring,Chandler,neutral,neutral,428,5,1,14,"00:03:44,307","00:03:46,225",429,... Und was haben Sie bringen?
4195,she s checking the coats,Lorraine,neutral,neutral,428,6,1,14,"00:03:47,936","00:03:49,645",429,Sie prüft die Mäntel.
4196,joey i m gonna go wash the cab smell off my hands,Lorraine,neutral,neutral,428,7,1,14,"00:03:49,896","00:03:53,190",429,"Joey, ich werde gehen und waschen Sie das Taxi Geruch von meinen Händen."
4197,will you get me a white zinfandel and a glass of red for janice,Lorraine,neutral,neutral,428,8,1,14,"0:03:53,441","0:03:56,153",429,Holst du mir einen weißen Zinfandel und ein Glas Roten für Janice?
4198,janice,Chandler,surprise,negative,428,9,1,14,"0:03:56,153","0:03:57,282",429,Janice!
4199,oh my god,Janice,surprise,positive,428,10,1,14,"00:04:07,747","00:04:10,415",429,"Oh, mein Gott!"
4200,hey it s janice,Chandler,neutral,neutral,428,11,1,14,"00:04:15,880","00:04:18,173",429,"Hey, ich bin's, Janice."
4201,well okay so i don t have it all worked out quite yet just don t say anything to rachel please,Ross,anger,negative,429,0,6,2,"00:01:43,436","00:01:52,861",430,"Nun, okay, also, ich habe es noch nicht ganz durchdacht. Sagen Sie nur nichts zu Rachel, bitte?"
4202,rachel is one of my closest friends although being the only one who knows anything about this does makes me feel special okay,Phoebe,neutral,neutral,429,1,6,2,"00:01:47,315","00:01:57,336",430,"Rachel ist eine meiner engsten Freundinnen. Obwohl, die einzige zu sein, die etwas darüber weiß, macht mich besonders fühlen. Ok!"
4203,okay stop-stop phoebe,Rachel,sadness,negative,429,2,6,2,"00:02:00,328","00:02:02,830",430,"Ok, stopp, stopp! Phoebe?!"
4204,hey rach,Phoebe,anger,negative,429,3,6,2,"00:02:02,997","00:02:04,373",430,"Hey, Rachel."
4205,what was that,Rachel,surprise,negative,429,4,6,2,"00:02:05,583","00:02:07,126",430,Was war das denn?!
4206,sorry mix up hey how was the movie,Phoebe,neutral,neutral,429,5,6,2,"00:02:07,335","00:02:11,338",430,"Sorry, Mix-up. Hey, wie war der Film?"
4207,i haven t seen it yet,Rachel,neutral,neutral,429,6,6,2,"00:02:12,132","00:02:13,966",430,Ich habe es noch nicht gesehen!
4208,well then you d better hurry the angelica go go,Phoebe,surprise,positive,429,7,6,2,"00:02:14,217","00:02:16,385",430,"Nun, dann sollten Sie besser beeilen! Die Angelika! Na los! Na los!"
4209,no,Joey,anger,negative,429,8,6,2,"00:02:16,553","00:02:18,011",430,Nein.
4210,pheebs hey pheebs,All,joy,positive,430,0,5,2,"00:14:17,189","00:14:18,898",431,Pheebs! Hey Pheebs!
4211,uh okay pheebs,Joey,neutral,neutral,430,1,5,2,"0:14:19,817","0:14:22,904",431,"Äh, ok, Pheebs?"
4212,yeah,Phoebe,neutral,neutral,430,2,5,2,"0:14:22,904","0:14:23,438",431,Ich weiß. Ja.
4213,umm y know how the other day you were talking about how you didn t get to go to london and how you were kinda feeling left out,Joey,neutral,neutral,430,3,5,2,"0:14:23,529","0:14:29,421",431,"Ähm, weißt du noch, wie du neulich darüber gesprochen hast, dass du nicht nach London fahren kannst?"
4214,yeah,Phoebe,neutral,neutral,430,4,5,2,"0:14:29,421","0:14:29,930",431,Ich weiß. Ja.
4215,all right well we felt really bad about that so we decided we should all take a little trip together,Joey,joy,positive,430,5,5,2,"00:14:30,077","00:14:36,624",431,"Nun, wir fühlten uns wirklich schlecht darüber, so dass wir beschlossen, wir sollten alle nehmen eine kleine Reise zusammen!"
4216,ohh that s so nice how great well where where s the trip,Phoebe,anger,negative,430,6,5,2,"00:14:37,042","00:14:41,045",431,"Ohh, das ist so schön! Wie toll! Und wohin? Wo ist der Ausflug?!"
4217,well we thought we would all go to a picnic in central park,Monica,joy,positive,430,7,5,2,"00:14:41,547","00:14:48,887",431,"Nun, wir dachten, wir gehen alle zu einem Picknick, im Central Park."
4218,yeah all of us all day,Joey,joy,positive,430,8,5,2,"00:14:49,680","00:14:51,264",431,"Ja, wir alle. Den ganzen Tag!"
4219,that sucks,Phoebe,disgust,negative,430,9,5,2,"00:14:51,807","00:14:52,849",431,Das ist scheiße!
4220,that s not a trip,Phoebe,surprise,negative,430,10,5,2,"0:14:54,268","0:14:55,728",431,Das ist kein Ausflug!
4221,i just came from the park,Phoebe,anger,negative,430,11,5,2,"0:14:55,728","0:14:56,591",431,Ich komme gerade aus dem Park!
4222,what are we gonna high five about at the stupid central park,Phoebe,anger,negative,430,12,5,2,"00:14:56,854","00:14:59,731",431,Worüber sollen wir im blöden Central Park high five machen?
4223,well it s right by my house all right,Phoebe,anger,negative,430,13,5,2,"00:14:59,982","00:15:02,901",431,"""Nun, es ist direkt bei meinem Haus, alles klar!"""
4224,well i m gonna go home and bask in the triumph of my central park idea,Chandler,anger,negative,430,14,5,2,"00:15:04,747","00:15:08,698",431,"Nun, ich werde nach Hause gehen und mich im Triumph meiner Central-Park-Idee sonnen."
4226,ho-ho-hold on a sec there mr kissey,Rachel,surprise,negative,430,15,5,2,"00:15:09,867","00:15:11,951",431,"Eine Sekunde, Mr. Kissey."
4227,y know i ve been meaning to talk to you about this whole little new european thing you got going on and i just need to tell you that it makes me very uncomfortable and i just-y know-stop it,Rachel,anger,negative,430,16,5,2,"00:15:13,746","00:15:24,964",431,"Ich wollte mit Ihnen über diese neue europäische Sache reden, die Sie vorhaben, und ich muss Ihnen sagen, dass ich mich dabei unwohl fühle."
4228,i was just trying to bring a little culture to the group,Chandler,sadness,negative,430,17,5,2,"00:15:26,175","00:15:28,676",431,"Ich habe nur versucht, ein wenig Kultur in die Gruppe zu bringen."
4229,that s fine just don t bring it in my mouth,Phoebe,disgust,negative,430,18,5,2,"00:15:29,011","00:15:31,763",431,"Das ist in Ordnung, bring es nur nicht in meinen Mund."
4230,makes me wanna puke,Monica,disgust,negative,430,19,5,2,"00:15:32,473","00:15:34,265",431,Da könnte ich kotzen!
4231,is she in there,Phoebe,neutral,neutral,431,0,2,24,"00:17:12,936","00:17:14,188",432,Ist sie da drin?
4232,yeah she s putting her down now that s her,Ross,neutral,neutral,432,0,8,24,"00:17:14,563","00:17:16,899",433,"Ist sie da drin? - Ja. Sie legt sie jetzt hin, das ist sie."
4233,oh it s all right,Rachel,neutral,neutral,432,1,8,24,"00:17:17,065","00:17:18,066",433,"Oh, ist schon gut."
4234,i m guess i m just done with the whole dating thing,Rachel,sadness,negative,433,0,8,5,"00:19:32,129","00:19:35,256",434,"Ich schätze, ich bin einfach fertig mit der ganzen Dating-Sache."
4235,it s one more thing in my life that s suddenly completely different,Rachel,sadness,negative,433,1,8,5,"00:19:35,799","00:19:40,261",434,"Es ist eine weitere Sache in meinem Leben, die plötzlich ganz anders ist."
4236,this is hard,Rachel,sadness,negative,433,2,8,5,"0:19:40,512","0:19:41,680",434,Das ist hart.
4237,yeah i know,Ross,neutral,neutral,433,3,8,5,"0:19:41,680","0:19:44,006",434,"Ja, ich weiß."
4238,on the other hand in um in about seven months you re gonna have something that you re gonna love more than any guy you ve ever gone out with,Ross,neutral,neutral,433,4,8,5,"00:19:46,351","00:19:57,278",434,"Andererseits, in etwa sieben Monaten wirst du etwas haben, das du mehr lieben wirst als jeden Kerl, mit dem du je ausgegangen bist."
4239,just wait,Ross,neutral,neutral,433,5,8,5,"00:19:59,489","00:20:02,366",434,Warte einfach.
4240,wait until uh wait until the first time your baby grabs your finger,Ross,joy,positive,433,6,8,5,"00:19:59,489","00:20:06,454",434,"Warte bis, ähm, warte bis dein Baby das erste Mal nach deinem Finger schnappt."
4241,you have no idea,Ross,joy,positive,433,7,8,5,"00:20:07,623","00:20:09,123",434,Du hast ja keine Ahnung.
4242,thanks sweetie,Rachel,neutral,neutral,433,8,8,5,"00:20:11,501","00:20:14,003",434,"Danke, Schätzchen."
4243,you wanna you wanna grab some coffee,Ross,neutral,neutral,433,9,8,5,"0:20:17,841","0:20:19,593",434,"Willst du, willst du einen Kaffee trinken gehen?"
4244,oh no i think i m gonna go home and eat ten candy bars,Rachel,sadness,negative,433,10,8,5,"0:20:19,593","0:20:23,697",434,"Oh nein, ich denke, ich werde nach Hause gehen und zehn Schokoriegel essen."
4245,hey i thought i cheered you up,Ross,neutral,neutral,433,11,8,5,"00:20:23,889","00:20:25,848",434,"Hey, ich dachte, ich hätte dich aufgemuntert."
4246,oh you did there are twenty in here,Rachel,neutral,neutral,433,12,8,5,"00:20:23,889","00:20:28,601",434,"Oh, das hast du, hier sind 20 drin."
4247,right good night,Ross,neutral,neutral,433,13,8,5,"0:20:29,519","0:20:30,479",434,Ach so. Gute Nacht. Gute Nacht.
4248,good night,Rachel,neutral,neutral,433,14,8,5,"0:20:30,479","0:20:32,003",434,Gute Nacht. Gute Nacht.
4249,hi,Mrs. Geller,neutral,neutral,434,0,8,18,"00:05:06,627","00:05:09,922",435,Hi!
4250,hi hey mom,Ross,joy,positive,434,1,8,18,"00:05:10,089","00:05:13,468",435,Hi! Hey Mom.
4251,this is such a great party 35 years very impressive do you guys have any pearls of wisdom,Rachel,joy,positive,434,2,8,18,"00:05:10,089","00:05:18,806",435,Das ist so eine tolle Party! 35 Jahre. Sehr beeindruckend. Habt ihr irgendwelche Perlen der Weisheit?
4252,jack,Mrs. Geller,surprise,positive,434,3,8,18,"0:05:19,307","0:05:20,017",435,Jack?
4253,why would you serve food on such a sharp stick,Mr. Geller,surprise,negative,434,4,8,18,"0:05:20,017","0:05:23,635",435,Warum serviert man Essen auf so einem scharfen Stock?
4254,that s a good question dad that s a good question,Ross,neutral,neutral,434,5,8,18,"00:05:24,312","00:05:27,815",435,"Das ist eine gute Frage, Dad. Das ist eine gute Frage."
4256,congratulations you two,an,joy,positive,434,6,8,18,"0:05:29,567","0:05:31,789",435,Herzlichen Glückwunsch euch beiden!
4257,thank you we re so excited,Rachel,joy,positive,434,7,8,18,"0:05:31,789","0:05:34,005",435,"Danke, wir sind so aufgeregt."
4258,and also congratulations on your wedding,an,joy,positive,434,8,8,18,"00:05:34,155","00:05:36,574",435,Und auch herzlichen Glückwunsch zu eurer Hochzeit.
4259,wha-what,Ross,surprise,positive,434,9,8,18,"00:05:37,408","00:05:38,576",435,Wa-was?
4260,look at this clown,Joey,joy,positive,435,0,7,3,"00:06:19,045","00:06:20,295",436,Seht euch diesen Clown an!
4261,just because he s got a bigger boat he thinks he can take up the whole river,Joey,disgust,negative,435,1,7,3,"00:06:20,463","00:06:23,799",436,"Nur weil er ein größeres Boot hat, denkt er, er kann den ganzen Fluss einnehmen."
4262,get out of the way jackass,Joey,anger,negative,435,2,7,3,"00:06:23,966","00:06:26,676",436,"Geh aus dem Weg, du Trottel!"
4263,who names their boat coast guard anyway,Joey,disgust,negative,435,3,7,3,"00:06:28,429","00:06:31,056",436,Wer nennt sein Boot überhaupt Küstenwache?
4264,that,Rachel,neutral,neutral,435,4,7,3,"00:06:33,810","00:06:36,812",436,Das
4265,what are they doing out here the coast s all the way over there,Joey,surprise,negative,435,5,7,3,"00:06:33,810","00:06:39,231",436,Was machen die denn hier draußen? Die Küste ist ganz da drüben.
4266,hey,Chandler,anger,negative,436,0,8,19,"00:06:34,061","00:06:36,397",437,Hey!
4267,hey check it out this is unbelievable joey has been holding his breath for almost four minutes,Phoebe,surprise,positive,436,1,8,19,"00:06:34,061","00:06:39,858",437,Hey! Seht euch das an! Das ist unglaublich! Joey hält schon seit fast vier Minuten die Luft an!
4268,dude what are yo-you trying to kill me,Joey,neutral,neutral,436,2,8,19,"00:06:45,489","00:06:47,28",437,Kumpel! Willst du mich etwa umbringen?!
4269,ow,Monica,anger,negative,437,0,3,13,"00:18:36,740","00:18:38,199",438,Au!
4270,really well it s just like everyone else s apartment it s got rooms walls and ceilings,Richard,neutral,neutral,437,1,3,13,"00:18:39,034","00:18:45,540",438,"Ach, wirklich?! Nun, es ist genau wie jeder andere Wohnung. Es hat Zimmer, Wände und Decken."
4271,well i just wanted to see where you lived now give me the tour,Richard's Date,neutral,neutral,437,2,3,13,"00:18:45,707","00:18:48,251",438,"Nun, ich wollte nur sehen, wo du wohnst. Nun, gib mir die Tour."
4272,oh my god oh my god,Monica,surprise,negative,437,3,3,13,"00:18:48,418","00:18:50,503",438,"Oh, mein Gott. Oh, mein Gott! Oh, mein Gott!"
4273,ah well this is the living room,Richard,neutral,neutral,437,4,3,13,"00:18:50,671","00:18:52,880",438,"Ah, also, das ist das Wohnzimmer."
4275,all right this is the kitchen,Richard,neutral,neutral,437,5,3,13,"00:18:53,048","00:18:57,135",438,Also gut. Das ist die Küche.
